CATEGORY,MEDICINE,UNITPRICE,MONTH,Sales,lag_1,rolling_mean_3,Date,month,quarter
Bones & Joints,Abies Alba | UNDA Gemmo | 125 mL,45.5,April,2279,1250,1668.333333,4/1/2024,4,2
Bones & Joints,Black Currant Bud | Genestra Brands® | 15mL (0.5 fl. oz.),104.75,April,2608,2912,2642.666667,4/1/2024,4,2
Bones & Joints,Black Currant Bud | Genestra Brands® | 15mL (0.5 fl. oz.),104.75,May,1043,2608,2780.666667,5/1/2024,5,2
Bones & Joints,Black Currant Bud | Genestra Brands® | 15mL (0.5 fl. oz.),104.75,June,1811,1043,2187.666667,6/1/2024,6,2
Bones & Joints,Black Currant Bud | Genestra Brands® | 15mL (0.5 fl. oz.),104.75,July,2875,1811,1820.666667,7/1/2024,7,3
Bones & Joints,Black Currant Bud | Genestra Brands® | 15mL (0.5 fl. oz.),104.75,August,1884,2875,1909.666667,8/1/2024,8,3
Bones & Joints,Black Currant Bud | Genestra Brands® | 15mL (0.5 fl. oz.),104.75,September,1328,1884,2190,9/1/2024,9,3
Bones & Joints,Black Currant Bud | Genestra Brands® | 15mL (0.5 fl. oz.),104.75,October,2121,1328,2029,10/1/2024,10,4
Bones & Joints,Black Currant Bud | Genestra Brands® | 15mL (0.5 fl. oz.),104.75,November,1299,2121,1777.666667,11/1/2024,11,4
Bones & Joints,Black Currant Bud | Genestra Brands® | 15mL (0.5 fl. oz.),104.75,December,1860,1299,1582.666667,12/1/2024,12,4
Bones & Joints,"Bone Basics™ | AOR™ | 120, 240 and 360 Capsules",51,April,2619,1104,1252.333333,4/1/2024,4,2
Bones & Joints,"Bone Basics™ | AOR™ | 120, 240 and 360 Capsules",51,May,2666,2619,1638.666667,5/1/2024,5,2
Bones & Joints,"Bone Basics™ | AOR™ | 120, 240 and 360 Capsules",51,June,2399,2666,2129.666667,6/1/2024,6,2
Bones & Joints,"Bone Basics™ | AOR™ | 120, 240 and 360 Capsules",51,July,1864,2399,2561.333333,7/1/2024,7,3
Bones & Joints,"Bone Basics™ | AOR™ | 120, 240 and 360 Capsules",51,August,1898,1864,2309.666667,8/1/2024,8,3
Bones & Joints,"Bone Basics™ | AOR™ | 120, 240 and 360 Capsules",51,September,2000,1898,2053.666667,9/1/2024,9,3
Bones & Joints,"Bone Basics™ | AOR™ | 120, 240 and 360 Capsules",51,October,1305,2000,1920.666667,10/1/2024,10,4
Bones & Joints,"Bone Basics™ | AOR™ | 120, 240 and 360 Capsules",51,November,2547,1305,1734.333333,11/1/2024,11,4
Bones & Joints,"Bone Basics™ | AOR™ | 120, 240 and 360 Capsules",51,December,1295,2547,1950.666667,12/1/2024,12,4
Bones & Joints,Bone Builder Active | Metagenics® | 180 Tablets,45.25,April,2182,2764,2079,4/1/2024,4,2
Bones & Joints,Bone Builder Active | Metagenics® | 180 Tablets,45.25,May,1484,2182,2216.666667,5/1/2024,5,2
Bones & Joints,Bone Builder Active | Metagenics® | 180 Tablets,45.25,June,2578,1484,2143.333333,6/1/2024,6,2
Bones & Joints,Bone Builder Active | Metagenics® | 180 Tablets,45.25,July,2013,2578,2081.333333,7/1/2024,7,3
Bones & Joints,Bone Builder Active | Metagenics® | 180 Tablets,45.25,August,1757,2013,2025,8/1/2024,8,3
Bones & Joints,Bone Builder Active | Metagenics® | 180 Tablets,45.25,September,1457,1757,2116,9/1/2024,9,3
Bones & Joints,Bone Builder Active | Metagenics® | 180 Tablets,45.25,October,2882,1457,1742.333333,10/1/2024,10,4
Bones & Joints,Bone Builder Active | Metagenics® | 180 Tablets,45.25,November,1736,2882,2032,11/1/2024,11,4
Bones & Joints,Bone Builder Active | Metagenics® | 180 Tablets,45.25,December,2465,1736,2025,12/1/2024,12,4
Bones & Joints,Bone Builder Extra Strength | Metagenics® | 90 or 180 Tablets,31,April,2806,2000,1993.666667,4/1/2024,4,2
Bones & Joints,Bone Builder Extra Strength | Metagenics® | 90 or 180 Tablets,31,May,1536,2806,2037.333333,5/1/2024,5,2
Bones & Joints,Bone Builder Extra Strength | Metagenics® | 90 or 180 Tablets,31,June,1005,1536,2114,6/1/2024,6,2
Bones & Joints,Bone Builder Extra Strength | Metagenics® | 90 or 180 Tablets,31,July,1900,1005,1782.333333,7/1/2024,7,3
Bones & Joints,Bone Builder Extra Strength | Metagenics® | 90 or 180 Tablets,31,August,1396,1900,1480.333333,8/1/2024,8,3
Bones & Joints,Bone Builder Extra Strength | Metagenics® | 90 or 180 Tablets,31,September,1295,1396,1433.666667,9/1/2024,9,3
Bones & Joints,Bone Builder Extra Strength | Metagenics® | 90 or 180 Tablets,31,October,2159,1295,1530.333333,10/1/2024,10,4
Bones & Joints,Bone Builder Extra Strength | Metagenics® | 90 or 180 Tablets,31,November,1934,2159,1616.666667,11/1/2024,11,4
Bones & Joints,Bone Builder Extra Strength | Metagenics® | 90 or 180 Tablets,31,December,1955,1934,1796,12/1/2024,12,4
Bones & Joints,Bone Builder Forte | Metagenics® | 90 or 180 Capsules,90,April,2473,1892,1658.666667,4/1/2024,4,2
Bones & Joints,Bone Builder Forte | Metagenics® | 90 or 180 Capsules,90,May,2638,2473,2071.333333,5/1/2024,5,2
Bones & Joints,Bone Builder Forte | Metagenics® | 90 or 180 Capsules,90,June,1839,2638,2334.333333,6/1/2024,6,2
Bones & Joints,Bone Builder Forte | Metagenics® | 90 or 180 Capsules,90,July,2252,1839,2316.666667,7/1/2024,7,3
Bones & Joints,Bone Builder Forte | Metagenics® | 90 or 180 Capsules,90,August,2740,2252,2243,8/1/2024,8,3
Bones & Joints,Bone Builder Forte | Metagenics® | 90 or 180 Capsules,90,September,2039,2740,2277,9/1/2024,9,3
Bones & Joints,Bone Builder Forte | Metagenics® | 90 or 180 Capsules,90,October,2385,2039,2343.666667,10/1/2024,10,4
Bones & Joints,Bone Builder Forte | Metagenics® | 90 or 180 Capsules,90,November,1258,2385,2388,11/1/2024,11,4
Bones & Joints,Bone Builder Forte | Metagenics® | 90 or 180 Capsules,90,December,1492,1258,1894,12/1/2024,12,4
Bones & Joints,Bone Builder Vegetarian | Metagenics® | 90 Tablets,47.75,April,1007,2117,2361,4/1/2024,4,2
Bones & Joints,Bone Builder Vegetarian | Metagenics® | 90 Tablets,47.75,May,2411,1007,1728.666667,5/1/2024,5,2
Bones & Joints,Bone Builder Vegetarian | Metagenics® | 90 Tablets,47.75,June,1387,2411,1845,6/1/2024,6,2
Bones & Joints,Bone Builder Vegetarian | Metagenics® | 90 Tablets,47.75,July,2802,1387,1601.666667,7/1/2024,7,3
Bones & Joints,Bone Builder Vegetarian | Metagenics® | 90 Tablets,47.75,August,2128,2802,2200,8/1/2024,8,3
Bones & Joints,Bone Builder Vegetarian | Metagenics® | 90 Tablets,47.75,September,2433,2128,2105.666667,9/1/2024,9,3
Bones & Joints,Bone Builder Vegetarian | Metagenics® | 90 Tablets,47.75,October,1834,2433,2454.333333,10/1/2024,10,4
Bones & Joints,Bone Builder Vegetarian | Metagenics® | 90 Tablets,47.75,November,2512,1834,2131.666667,11/1/2024,11,4
Bones & Joints,Bone Builder Vegetarian | Metagenics® | 90 Tablets,47.75,December,2022,2512,2259.666667,12/1/2024,12,4
Bones & Joints,Bone Builder with Boron | Metagenics® | 270 Tablets,43,April,2006,1735,1922.666667,4/1/2024,4,2
Bones & Joints,Bone Builder with Boron | Metagenics® | 270 Tablets,43,May,1808,2006,1859,5/1/2024,5,2
Bones & Joints,Bone Builder with Boron | Metagenics® | 270 Tablets,43,June,1493,1808,1849.666667,6/1/2024,6,2
Bones & Joints,Bone Builder with Boron | Metagenics® | 270 Tablets,43,July,1589,1493,1769,7/1/2024,7,3
Bones & Joints,Bone Builder with Boron | Metagenics® | 270 Tablets,43,August,2402,1589,1630,8/1/2024,8,3
Bones & Joints,Bone Builder with Boron | Metagenics® | 270 Tablets,43,September,2530,2402,1828,9/1/2024,9,3
Bones & Joints,Bone Builder with Boron | Metagenics® | 270 Tablets,43,October,2158,2530,2173.666667,10/1/2024,10,4
Bones & Joints,Bone Builder with Boron | Metagenics® | 270 Tablets,43,November,2443,2158,2363.333333,11/1/2024,11,4
Bones & Joints,Bone Builder with Boron | Metagenics® | 270 Tablets,43,December,1395,2443,2377,12/1/2024,12,4
Bones & Joints,Bone Builder with Magnesium | Metagenics® | 90 Tablets,90,April,1778,2497,2157.666667,4/1/2024,4,2
Bones & Joints,Bone Builder with Magnesium | Metagenics® | 90 Tablets,90,May,1098,1778,2280,5/1/2024,5,2
Bones & Joints,Bone Builder with Magnesium | Metagenics® | 90 Tablets,90,June,2938,1098,1791,6/1/2024,6,2
Bones & Joints,Bone Builder with Magnesium | Metagenics® | 90 Tablets,90,July,1089,2938,1938,7/1/2024,7,3
Bones & Joints,Bone Builder with Magnesium | Metagenics® | 90 Tablets,90,August,1237,1089,1708.333333,8/1/2024,8,3
Bones & Joints,Bone Builder with Magnesium | Metagenics® | 90 Tablets,90,September,1101,1237,1754.666667,9/1/2024,9,3
Bones & Joints,Bone Builder with Magnesium | Metagenics® | 90 Tablets,90,October,1908,1101,1142.333333,10/1/2024,10,4
Bones & Joints,Bone Builder with Magnesium | Metagenics® | 90 Tablets,90,November,2995,1908,1415.333333,11/1/2024,11,4
Bones & Joints,Bone Builder with Magnesium | Metagenics® | 90 Tablets,90,December,2971,2995,2001.333333,12/1/2024,12,4
Bones & Joints,Bone Builder™ Chewable | Metagenics® | 90 Tablets,17.99,April,1099,1225,1928.333333,4/1/2024,4,2
Bones & Joints,Bone Builder™ Chewable | Metagenics® | 90 Tablets,17.99,May,1502,1099,1564.333333,5/1/2024,5,2
Bones & Joints,Bone Builder™ Chewable | Metagenics® | 90 Tablets,17.99,June,2150,1502,1275.333333,6/1/2024,6,2
Bones & Joints,Bone Builder™ Chewable | Metagenics® | 90 Tablets,17.99,July,1824,2150,1583.666667,7/1/2024,7,3
Bones & Joints,Bone Builder™ Chewable | Metagenics® | 90 Tablets,17.99,August,1280,1824,1825.333333,8/1/2024,8,3
Bones & Joints,Bone Builder™ Chewable | Metagenics® | 90 Tablets,17.99,September,2580,1280,1751.333333,9/1/2024,9,3
Bones & Joints,Bone Builder™ Chewable | Metagenics® | 90 Tablets,17.99,October,2037,2580,1894.666667,10/1/2024,10,4
Bones & Joints,Bone Builder™ Chewable | Metagenics® | 90 Tablets,17.99,November,1808,2037,1965.666667,11/1/2024,11,4
Bones & Joints,Bone Builder™ Chewable | Metagenics® | 90 Tablets,17.99,December,1796,1808,2141.666667,12/1/2024,12,4
Bones & Joints,Bone Builder™ | Metagenics® | 270 Tablets,18.99,April,2652,1670,2428.333333,4/1/2024,4,2
Bones & Joints,Bone Builder™ | Metagenics® | 270 Tablets,18.99,May,2393,2652,2328,5/1/2024,5,2
Bones & Joints,Bone Builder™ | Metagenics® | 270 Tablets,18.99,June,2445,2393,2238.333333,6/1/2024,6,2
Bones & Joints,Bone Builder™ | Metagenics® | 270 Tablets,18.99,July,1411,2445,2496.666667,7/1/2024,7,3
Bones & Joints,Bone Builder™ | Metagenics® | 270 Tablets,18.99,August,2271,1411,2083,8/1/2024,8,3
Bones & Joints,Bone Builder™ | Metagenics® | 270 Tablets,18.99,September,2455,2271,2042.333333,9/1/2024,9,3
Bones & Joints,Bone Builder™ | Metagenics® | 270 Tablets,18.99,October,1691,2455,2045.666667,10/1/2024,10,4
Bones & Joints,Bone Builder™ | Metagenics® | 270 Tablets,18.99,November,2257,1691,2139,11/1/2024,11,4
Bones & Joints,Bone Builder™ | Metagenics® | 270 Tablets,18.99,December,1420,2257,2134.333333,12/1/2024,12,4
Bones & Joints,Bone Collagen Peptides Powder | Cytomatrix® | 213 Grams,54.99,April,1483,1247,1781,4/1/2024,4,2
Bones & Joints,Bone Collagen Peptides Powder | Cytomatrix® | 213 Grams,54.99,May,2803,1483,1609,5/1/2024,5,2
Bones & Joints,Bone Collagen Peptides Powder | Cytomatrix® | 213 Grams,54.99,June,2870,2803,1844.333333,6/1/2024,6,2
Bones & Joints,Bone Collagen Peptides Powder | Cytomatrix® | 213 Grams,54.99,July,2312,2870,2385.333333,7/1/2024,7,3
Bones & Joints,Bone Collagen Peptides Powder | Cytomatrix® | 213 Grams,54.99,August,1491,2312,2661.666667,8/1/2024,8,3
Bones & Joints,Bone Collagen Peptides Powder | Cytomatrix® | 213 Grams,54.99,September,1026,1491,2224.333333,9/1/2024,9,3
Bones & Joints,Bone Collagen Peptides Powder | Cytomatrix® | 213 Grams,54.99,October,2541,1026,1609.666667,10/1/2024,10,4
Bones & Joints,Bone Collagen Peptides Powder | Cytomatrix® | 213 Grams,54.99,November,1608,2541,1686,11/1/2024,11,4
Bones & Joints,Bone Collagen Peptides Powder | Cytomatrix® | 213 Grams,54.99,December,1784,1608,1725,12/1/2024,12,4
Bones & Joints,Bone Matrix | Cytomatrix® | 90 Vegetable Capsules,30.56,April,2589,2878,2728.333333,4/1/2024,4,2
Bones & Joints,Bone Matrix | Cytomatrix® | 90 Vegetable Capsules,30.56,May,1640,2589,2692.666667,5/1/2024,5,2
Bones & Joints,Bone Matrix | Cytomatrix® | 90 Vegetable Capsules,30.56,June,1890,1640,2369,6/1/2024,6,2
Bones & Joints,Bone Matrix | Cytomatrix® | 90 Vegetable Capsules,30.56,July,1895,1890,2039.666667,7/1/2024,7,3
Bones & Joints,Bone Matrix | Cytomatrix® | 90 Vegetable Capsules,30.56,August,2784,1895,1808.333333,8/1/2024,8,3
Bones & Joints,Bone Matrix | Cytomatrix® | 90 Vegetable Capsules,30.56,September,2308,2784,2189.666667,9/1/2024,9,3
Bones & Joints,Bone Matrix | Cytomatrix® | 90 Vegetable Capsules,30.56,October,2340,2308,2329,10/1/2024,10,4
Bones & Joints,Bone Matrix | Cytomatrix® | 90 Vegetable Capsules,30.56,November,2528,2340,2477.333333,11/1/2024,11,4
Bones & Joints,Bone Matrix | Cytomatrix® | 90 Vegetable Capsules,30.56,December,1775,2528,2392,12/1/2024,12,4
Bones & Joints,Bone-Matrix MCHA | Cytomatrix® | 240 Vegetable Capsule,32.1,April,1253,2682,2058,4/1/2024,4,2
Bones & Joints,Bone-Matrix MCHA | Cytomatrix® | 240 Vegetable Capsule,32.1,May,2678,1253,2049.333333,5/1/2024,5,2
Bones & Joints,Bone-Matrix MCHA | Cytomatrix® | 240 Vegetable Capsule,32.1,June,1708,2678,2204.333333,6/1/2024,6,2
Bones & Joints,Bone-Matrix MCHA | Cytomatrix® | 240 Vegetable Capsule,32.1,July,1968,1708,1879.666667,7/1/2024,7,3
Bones & Joints,Bone-Matrix MCHA | Cytomatrix® | 240 Vegetable Capsule,32.1,August,2548,1968,2118,8/1/2024,8,3
Bones & Joints,Bone-Matrix MCHA | Cytomatrix® | 240 Vegetable Capsule,32.1,September,2199,2548,2074.666667,9/1/2024,9,3
Bones & Joints,Bone-Matrix MCHA | Cytomatrix® | 240 Vegetable Capsule,32.1,October,2150,2199,2238.333333,10/1/2024,10,4
Bones & Joints,Bone-Matrix MCHA | Cytomatrix® | 240 Vegetable Capsule,32.1,November,2205,2150,2299,11/1/2024,11,4
Bones & Joints,Bone-Matrix MCHA | Cytomatrix® | 240 Vegetable Capsule,32.1,December,1015,2205,2184.666667,12/1/2024,12,4
Bones & Joints,Boron 3mg | New Roots HERBAL® | 90 Vegetable Capsules,36,April,2460,2326,2188,4/1/2024,4,2
Bones & Joints,Boron 3mg | New Roots HERBAL® | 90 Vegetable Capsules,36,May,2218,2460,2230.333333,5/1/2024,5,2
Bones & Joints,Boron 3mg | New Roots HERBAL® | 90 Vegetable Capsules,36,June,1942,2218,2334.666667,6/1/2024,6,2
Bones & Joints,Boron 3mg | New Roots HERBAL® | 90 Vegetable Capsules,36,July,1368,1942,2206.666667,7/1/2024,7,3
Bones & Joints,Boron 3mg | New Roots HERBAL® | 90 Vegetable Capsules,36,August,1914,1368,1842.666667,8/1/2024,8,3
Bones & Joints,Boron 3mg | New Roots HERBAL® | 90 Vegetable Capsules,36,September,2073,1914,1741.333333,9/1/2024,9,3
Bones & Joints,Boron 3mg | New Roots HERBAL® | 90 Vegetable Capsules,36,October,2701,2073,1785,10/1/2024,10,4
Bones & Joints,Boron 3mg | New Roots HERBAL® | 90 Vegetable Capsules,36,November,1574,2701,2229.333333,11/1/2024,11,4
Bones & Joints,Boron 3mg | New Roots HERBAL® | 90 Vegetable Capsules,36,December,2505,1574,2116,12/1/2024,12,4
Bones & Joints,Boron with Curcumin | Life Choice® | 60 Vegetarian Capsules,38,April,1379,1646,1781,4/1/2024,4,2
Bones & Joints,Boron with Curcumin | Life Choice® | 60 Vegetarian Capsules,38,May,2574,1379,1658,5/1/2024,5,2
Bones & Joints,Boron with Curcumin | Life Choice® | 60 Vegetarian Capsules,38,June,2578,2574,1866.333333,6/1/2024,6,2
Bones & Joints,Boron with Curcumin | Life Choice® | 60 Vegetarian Capsules,38,July,1928,2578,2177,7/1/2024,7,3
Bones & Joints,Boron with Curcumin | Life Choice® | 60 Vegetarian Capsules,38,August,1120,1928,2360,8/1/2024,8,3
Bones & Joints,Boron with Curcumin | Life Choice® | 60 Vegetarian Capsules,38,September,2908,1120,1875.333333,9/1/2024,9,3
Bones & Joints,Boron with Curcumin | Life Choice® | 60 Vegetarian Capsules,38,October,1541,2908,1985.333333,10/1/2024,10,4
Bones & Joints,Boron with Curcumin | Life Choice® | 60 Vegetarian Capsules,38,November,2687,1541,1856.333333,11/1/2024,11,4
Bones & Joints,Boron with Curcumin | Life Choice® | 60 Vegetarian Capsules,38,December,1912,2687,2378.666667,12/1/2024,12,4
Bones & Joints,Boswellia Complex | MediHerb® | 60 Tabs,30,April,1570,1868,2010,4/1/2024,4,2
Bones & Joints,Boswellia Complex | MediHerb® | 60 Tabs,30,May,2699,1570,1675,5/1/2024,5,2
Bones & Joints,Boswellia Complex | MediHerb® | 60 Tabs,30,June,1262,2699,2045.666667,6/1/2024,6,2
Bones & Joints,Boswellia Complex | MediHerb® | 60 Tabs,30,July,2160,1262,1843.666667,7/1/2024,7,3
Bones & Joints,Boswellia Complex | MediHerb® | 60 Tabs,30,August,1489,2160,2040.333333,8/1/2024,8,3
Bones & Joints,Boswellia Complex | MediHerb® | 60 Tabs,30,September,2775,1489,1637,9/1/2024,9,3
Bones & Joints,Boswellia Complex | MediHerb® | 60 Tabs,30,October,2062,2775,2141.333333,10/1/2024,10,4
Bones & Joints,Boswellia Complex | MediHerb® | 60 Tabs,30,November,2136,2062,2108.666667,11/1/2024,11,4
Bones & Joints,Boswellia Complex | MediHerb® | 60 Tabs,30,December,2948,2136,2324.333333,12/1/2024,12,4
Bones & Joints,Boswellia Extract · 380 mg | New Roots HERBAL® | 90 Capsules,45,April,1171,1677,2365,4/1/2024,4,2
Bones & Joints,Boswellia Extract · 380 mg | New Roots HERBAL® | 90 Capsules,45,May,1328,1171,1908.666667,5/1/2024,5,2
Bones & Joints,Boswellia Extract · 380 mg | New Roots HERBAL® | 90 Capsules,45,June,2661,1328,1392,6/1/2024,6,2
Bones & Joints,Boswellia Extract · 380 mg | New Roots HERBAL® | 90 Capsules,45,July,2770,2661,1720,7/1/2024,7,3
Bones & Joints,Boswellia Extract · 380 mg | New Roots HERBAL® | 90 Capsules,45,August,2734,2770,2253,8/1/2024,8,3
Bones & Joints,Boswellia Extract · 380 mg | New Roots HERBAL® | 90 Capsules,45,September,1851,2734,2721.666667,9/1/2024,9,3
Bones & Joints,Boswellia Extract · 380 mg | New Roots HERBAL® | 90 Capsules,45,October,1859,1851,2451.666667,10/1/2024,10,4
Bones & Joints,Boswellia Extract · 380 mg | New Roots HERBAL® | 90 Capsules,45,November,1784,1859,2148,11/1/2024,11,4
Bones & Joints,Boswellia Extract · 380 mg | New Roots HERBAL® | 90 Capsules,45,December,1513,1784,1831.333333,12/1/2024,12,4
Bones & Joints,Boswellia SAP | NFH | 90 Capsules,29.75,April,1040,1282,1582.333333,4/1/2024,4,2
Bones & Joints,Boswellia SAP | NFH | 90 Capsules,29.75,May,2078,1040,1242.666667,5/1/2024,5,2
Bones & Joints,Boswellia SAP | NFH | 90 Capsules,29.75,June,1183,2078,1466.666667,6/1/2024,6,2
Bones & Joints,Boswellia SAP | NFH | 90 Capsules,29.75,July,2621,1183,1433.666667,7/1/2024,7,3
Bones & Joints,Boswellia SAP | NFH | 90 Capsules,29.75,August,2529,2621,1960.666667,8/1/2024,8,3
Bones & Joints,Boswellia SAP | NFH | 90 Capsules,29.75,September,2113,2529,2111,9/1/2024,9,3
Bones & Joints,Boswellia SAP | NFH | 90 Capsules,29.75,October,1606,2113,2421,10/1/2024,10,4
Bones & Joints,Boswellia SAP | NFH | 90 Capsules,29.75,November,2739,1606,2082.666667,11/1/2024,11,4
Bones & Joints,Boswellia SAP | NFH | 90 Capsules,29.75,December,2205,2739,2152.666667,12/1/2024,12,4
Bones & Joints,C Matrix | Cytomatrix® | 60 Vegetable Capsules,45,April,2610,2223,2322.666667,4/1/2024,4,2
Bones & Joints,C Matrix | Cytomatrix® | 60 Vegetable Capsules,45,May,1186,2610,2425,5/1/2024,5,2
Bones & Joints,C Matrix | Cytomatrix® | 60 Vegetable Capsules,45,June,2565,1186,2006.333333,6/1/2024,6,2
Bones & Joints,C Matrix | Cytomatrix® | 60 Vegetable Capsules,45,July,1039,2565,2120.333333,7/1/2024,7,3
Bones & Joints,C Matrix | Cytomatrix® | 60 Vegetable Capsules,45,August,1362,1039,1596.666667,8/1/2024,8,3
Bones & Joints,C Matrix | Cytomatrix® | 60 Vegetable Capsules,45,September,1272,1362,1655.333333,9/1/2024,9,3
Bones & Joints,C Matrix | Cytomatrix® | 60 Vegetable Capsules,45,October,2405,1272,1224.333333,10/1/2024,10,4
Bones & Joints,C Matrix | Cytomatrix® | 60 Vegetable Capsules,45,November,1700,2405,1679.666667,11/1/2024,11,4
Bones & Joints,C Matrix | Cytomatrix® | 60 Vegetable Capsules,45,December,1183,1700,1792.333333,12/1/2024,12,4
Bones & Joints,Ca/Mg Plus | Biotics Research® | 60 Tablets,41.75,April,2054,1533,2088.666667,4/1/2024,4,2
Bones & Joints,Ca/Mg Plus | Biotics Research® | 60 Tablets,41.75,May,1782,2054,1854,5/1/2024,5,2
Bones & Joints,Ca/Mg Plus | Biotics Research® | 60 Tablets,41.75,June,1124,1782,1789.666667,6/1/2024,6,2
Bones & Joints,Ca/Mg Plus | Biotics Research® | 60 Tablets,41.75,July,2137,1124,1653.333333,7/1/2024,7,3
Bones & Joints,Ca/Mg Plus | Biotics Research® | 60 Tablets,41.75,August,2362,2137,1681,8/1/2024,8,3
Bones & Joints,Ca/Mg Plus | Biotics Research® | 60 Tablets,41.75,September,1585,2362,1874.333333,9/1/2024,9,3
Bones & Joints,Ca/Mg Plus | Biotics Research® | 60 Tablets,41.75,October,1020,1585,2028,10/1/2024,10,4
Bones & Joints,Ca/Mg Plus | Biotics Research® | 60 Tablets,41.75,November,2424,1020,1655.666667,11/1/2024,11,4
Bones & Joints,Ca/Mg Plus | Biotics Research® | 60 Tablets,41.75,December,2390,2424,1676.333333,12/1/2024,12,4
Bones & Joints,Ca/Mg-Zyme Caps | Biotics Research® | 90 Capsules,45,April,2261,1876,1954.333333,4/1/2024,4,2
Bones & Joints,Ca/Mg-Zyme Caps | Biotics Research® | 90 Capsules,45,May,2709,2261,1972,5/1/2024,5,2
Bones & Joints,Ca/Mg-Zyme Caps | Biotics Research® | 90 Capsules,45,June,1297,2709,2282,6/1/2024,6,2
Bones & Joints,Ca/Mg-Zyme Caps | Biotics Research® | 90 Capsules,45,July,2305,1297,2089,7/1/2024,7,3
Bones & Joints,Ca/Mg-Zyme Caps | Biotics Research® | 90 Capsules,45,August,1519,2305,2103.666667,8/1/2024,8,3
Bones & Joints,Ca/Mg-Zyme Caps | Biotics Research® | 90 Capsules,45,September,2121,1519,1707,9/1/2024,9,3
Bones & Joints,Ca/Mg-Zyme Caps | Biotics Research® | 90 Capsules,45,October,1242,2121,1981.666667,10/1/2024,10,4
Bones & Joints,Ca/Mg-Zyme Caps | Biotics Research® | 90 Capsules,45,November,1795,1242,1627.333333,11/1/2024,11,4
Bones & Joints,Ca/Mg-Zyme Caps | Biotics Research® | 90 Capsules,45,December,2592,1795,1719.333333,12/1/2024,12,4
Bones & Joints,Ca/Mg-Zyme™ | Biotics Research® | 120 Tablets,42.5,April,1214,1065,1680.666667,4/1/2024,4,2
